id,groupId,artifactId,version,openSource,licenseNames,licenseUrls,name,developers,description,url,pomUrl,,,,,,,,
638D59879E37484BB1203F2A5FAFDF37,org.jetbrains.kotlin,kotlin-stdlib-common,1.2.61,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
087B017E42707146BB7C6C5A7E555CF9,org.jetbrains.kotlin,kotlin-test-common,1.2.61,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
6EF406A51CC08648AD59194261BA365A,org.jetbrains.kotlin,kotlin-test-annotations-common,1.2.61,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
AE6B9324A1A21E4189F36F16B513C4B9,org.jetbrains.kotlin,kotlin-stdlib-common,1.2.70,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
54548182587E994B943A4E34C8195F70,org.jetbrains.kotlin,kotlin-test-common,1.2.70,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
71C99373CFC1824A8E9A4494867EAB36,org.jetbrains.kotlin,kotlin-test-annotations-common,1.2.70,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
69E8BFB43AECCB49B96658143C5FCC03,org.jetbrains.kotlin,kotlin-stdlib-common,1.2.71,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
A3715AE500101B468C34ABC613C68E40,org.jetbrains.kotlin,kotlin-test-common,1.2.71,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
22EF0880A6213C4BA18A3D2B8AE10C4D,org.jetbrains.kotlin,kotlin-test-annotations-common,1.2.71,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
D4E787D1C041A3439294E308A23A5FF1,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.0,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
BE0B0104C19265448B85685C1DE5138E,org.jetbrains.kotlin,kotlin-test-common,1.3.0,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
7CDC42407F9F174C8530B70A54406A8D,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.0,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
574AA0AA194BD8499C7E523964FE0790,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.0-rc-190,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
ACD9BD31BDEACF4AA096D2AD7D07A5A2,org.jetbrains.kotlin,kotlin-test-common,1.3.0-rc-190,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
40DC7660681AC64787BDD5146117A7FD,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.0-rc-190,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
DACEEECBDB01CE4C82B6080E9735F51B,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.0-rc-198,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
E85080C744610C4CAFF8E719D210440E,org.jetbrains.kotlin,kotlin-test-common,1.3.0-rc-198,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
CAD1EDEB1460484883C3A55D8D1D0DC2,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.0-rc-198,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
4CD5479DF7D78E43A50032ED760A4D8F,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.10,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
77AEA5D741B783418A29B94825BAB726,org.jetbrains.kotlin,kotlin-test-common,1.3.10,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
C7A2487202A30C4880BC1EAB9B6A1CEC,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.10,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
8EA1180E7D649640AFB1C52E39D8D268,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.11,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
522673366629D741A5853318B722027E,org.jetbrains.kotlin,kotlin-test-common,1.3.11,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
EE1DEC347778464E95047441591A26D0,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.11,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
409AEF7A03288A47BEC72DCBF21B8D72,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.20,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
93FA83F9DF005C44BC5835618D0804C2,org.jetbrains.kotlin,kotlin-test-common,1.3.20,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
7254D594CF13254EA4594C53D5267CD8,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.20,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
EC91E5276B22984B85C2B5BBC6B271DF,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.21,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
FDA2AF8407A8AF4BB41316D87539EB9A,org.jetbrains.kotlin,kotlin-test-common,1.3.21,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
556C917B79D09C4D9B7FAC3FC83504EF,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.21,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
CD7E31F9E9B1204F8827C9E209C58EB6,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.30,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
95352285F2A84243B11AF54B87E80507,org.jetbrains.kotlin,kotlin-test-common,1.3.30,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
83F9BC195795E340B77E2A859C8C9E64,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.30,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
9DEF40DC0A9FE74BA1DFF4FFED3A6696,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.31,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
43F78FEA9D2DF549B9703DE09A8F55C4,org.jetbrains.kotlin,kotlin-test-common,1.3.31,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
615BBF9FEE56DA418F3E751E76BE4787,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.31,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
6995C6FF3FC95147986E9CA3334B40E0,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.40,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
F94403E124F98A4981BA19AB5105A2E5,org.jetbrains.kotlin,kotlin-test-common,1.3.40,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
B60336602A97E94C82588E216E0143FF,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.40,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
601CC6036C181A49BF33E5C767EC333A,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.41,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
3B820E0641C8EB458DBEEFF9C5BD640B,org.jetbrains.kotlin,kotlin-test-common,1.3.41,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
80E2A3E2B48C10449673F21F8AC661B1,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.41,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
458A524763505044AC547EF3206A50B6,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.50,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
2B1DF4ED7D9F8A4AAC48B29DAB96F553,org.jetbrains.kotlin,kotlin-test-common,1.3.50,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
C31E0FEA7EFB6A449C7C346623FA0511,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.50,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
7E7ADD86BCDA4C4AA2C85FB33CC6BCC1,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.60,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
C750F054430C96469BE7EA02F2178D1A,org.jetbrains.kotlin,kotlin-test-common,1.3.60,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
1D216ABE967DFF4A8986AA2A59C3149E,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.60,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
F5B49E66B7DD6D4E8CCBDBFE01116EB1,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.61,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
CAC644446DD76740BF3C3E7F3D9662CB,org.jetbrains.kotlin,kotlin-test-common,1.3.61,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
E35726BFF1AA4F49AB2885CE4AEFB271,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.61,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
43046A7C8F62EF45B4C1D93B50CC1EF8,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.70,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
A8A69D0B19C6114B8C5869E6F5635997,org.jetbrains.kotlin,kotlin-test-common,1.3.70,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
3DC4F1FDBE9FF14C8685B01AAEC599A4,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.70,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
171F7ACDAAC5DF41BC3F6FF0DF9A607C,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.71,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
25DA6094B7DC644BAB9E0821E01E0BE5,org.jetbrains.kotlin,kotlin-test-common,1.3.71,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
C65470617EEB8840AB7EE5E83F3A5FCC,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.71,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
8A9B8BBC89E8274CAB838F2826AFBEB5,org.jetbrains.kotlin,kotlin-stdlib-common,1.3.72,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
7D11F78141307C4CA5AA505F1F156248,org.jetbrains.kotlin,kotlin-test-common,1.3.72,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
9F7D7B3BD949094BB9F7B68678BBF260,org.jetbrains.kotlin,kotlin-test-annotations-common,1.3.72,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
245B29750EED0C4688423A4A54796B1D,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.0,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
50F55352A969C24F98950366163F0C02,org.jetbrains.kotlin,kotlin-test-common,1.4.0,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
9D964304659D51429DFD3F058078948A,org.jetbrains.kotlin,kotlin-test-annotations-common,1.4.0,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
EDAA6DD2A8C5D5408790A831FBABCB04,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.0-rc,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
ED09028B0812E04E95F8FA8C395D828B,org.jetbrains.kotlin,kotlin-test-common,1.4.0-rc,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
2080F5F32AE8064B9B566481E62A7DED,org.jetbrains.kotlin,kotlin-test-annotations-common,1.4.0-rc,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
8C1BEBA3FF18FF4B89F3F35847E71E60,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.10,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-stdlib-common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
9A0EE08E8F6E65458A5262CD12D93EA9,org.jetbrains.kotlin,kotlin-test-common,1.4.10,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-common,Kotlin Team,Kotlin Test Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
7A6CDFDECA357C4DBC15D3C36C512D1F,org.jetbrains.kotlin,kotlin-test-annotations-common,1.4.10,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,org.jetbrains.kotlin:kotlin-test-annotations-common,Kotlin Team,Kotlin Test Annotations Common,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
BFA7BA19D51FF7488BB0F820F7F6D0CE,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.20,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
EBF737FE54736E4187B7C16C423D239B,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.20-M1,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
A88EE7E6FBC13B4987A5347D430D38AE,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.20-M2,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
0C59E4DB3C06BB42B0C1D938BDF64049,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.20-RC,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
CE5E72B8251B6B46AB7406489851C4D8,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.21,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
2F67EA62D9E1B94AAED763296911E457,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.21-2,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
4E34BC62A8010D4E9B12A0FEA1E29C39,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.30,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
AA640F8E3A445440B780DF233CAC0DBC,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.30-M1,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
83A5D4FEB8E9964590DC4AC5CCFE34DF,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.30-RC,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
5002900B23CB1F47B199B912C90F331C,org.jetbrains.kotlin,kotlin-stdlib-common,1.4.31,TRUE,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt,Kotlin Stdlib Common,Kotlin Team,Kotlin Common Standard Library,https://kotlinlang.org/,https://kotlinlang.org/,,,,,,,,
