2c9fa89a8e5ac1d9018e5ac1ed690000,/qysca/application/findApplicationPage
2c9fa89a8e5ac1d9018e5ac1ed990001,/qysca/application/searchApplicationName
2c9fa89a8e5ac1d9018e5ac1ed9f0002,/qysca/application/findApplication
2c9fa89a8e5ac1d9018e5ac1edab0003,/qysca/application/findSubApplication
2c9fa89a8e5ac1d9018e5ac1edb10004,/qysca/application/saveApplication
2c9fa89a8e5ac1d9018e5ac1edb90005,/qysca/application/saveApplicationComponent
2c9fa89a8e5ac1d9018e5ac1edc00006,/qysca/application/deleteApplicationComponent
2c9fa89a8e5ac1d9018e5ac1edc70007,/qysca/application/saveApplicationDependency
2c9fa89a8e5ac1d9018e5ac1edcd0008,/qysca/application/upgradeApplication
2c9fa89a8e5ac1d9018e5ac1edd10009,/qysca/application/deleteApplicationVersion
2c9fa89a8e5ac1d9018e5ac1edd6000a,/qysca/application/getVersionsList
2c9fa89a8e5ac1d9018e5ac1edda000b,/qysca/application/findApplicationVersionInfo
2c9fa89a8e5ac1d9018e5ac1edde000c,/qysca/application/findApplicationDependencyTree
2c9fa89a8e5ac1d9018e5ac1ede6000d,/qysca/application/findApplicationDependencyTable
2c9fa89a8e5ac1d9018e5ac1edf2000e,/qysca/application/exportTableExcelBrief
2c9fa89a8e5ac1d9018e5ac1edf8000f,/qysca/application/exportTableExcelDetail
2c9fa89a8e5ac1d9018e5ac1edfd0010,/qysca/application/getApplicationVersionCompareTree
2c9fa89a8e5ac1d9018e5ac1ee020011,/qysca/application/changeLockState
2c9fa89a8e5ac1d9018e5ac1ee050012,/qysca/application/changeReleaseState
2c9fa89a8e5ac1d9018e5ac1ee090013,/qysca/component/findComponentsPage
2c9fa89a8e5ac1d9018e5ac1ee0d0014,/qysca/component/searchComponentName
2c9fa89a8e5ac1d9018e5ac1ee110015,/qysca/component/saveCloseComponent
2c9fa89a8e5ac1d9018e5ac1ee150016,/qysca/component/updateCloseComponent
2c9fa89a8e5ac1d9018e5ac1ee190017,/qysca/component/deleteCloseComponent
2c9fa89a8e5ac1d9018e5ac1ee1d0018,/qysca/component/findComponentDependencyTree
2c9fa89a8e5ac1d9018e5ac1ee220019,/qysca/component/findComponentDependencyTable
2c9fa89a8e5ac1d9018e5ac1ee26001a,/qysca/component/findComponentDetail
2c9fa89a8e5ac1d9018e5ac1ee2a001b,/qysca/file/chunk
2c9fa89a8e5ac1d9018e5ac1ee2e001c,/qysca/file/merge
2c9fa89a8e5ac1d9018e5ac1ee32001d,/qysca/user/login
2c9fa89a8e5ac1d9018e5ac1ee36001e,/qysca/user/logout
2c9fa89a8e5ac1d9018e5ac1ee3a001f,/qysca/user/getUserInfo
2c9fa89a8e5ac1d9018e5ac1ee3e0020,/qysca/user/register
2c9fa89a8e5ac1d9018e5ac1ee430021,/qysca/user/deleteUser
2c9fa89a8e5ac1d9018e5ac1ee470022,/qysca/user/updateUser
2c9fa89a8e5ac1d9018e5ac1ee4c0023,/qysca/role/addAppMember
2c9fa89a8e5ac1d9018e5ac1ee4f0024,/qysca/role/deleteAppMember
2c9fa89a8e5ac1d9018e5ac1ee540025,/qysca/role/addBuRep
2c9fa89a8e5ac1d9018e5ac1ee580026,/qysca/role/deleteBuRep
2c9fa89a8e5ac1d9018e5ac1ee5b0027,/qysca/role/addBuMember
2c9fa89a8e5ac1d9018e5ac1ee5f0028,/qysca/role/listBuMember
2c9fa89a8e5ac1d9018e5ac1ee640029,/qysca/role/deleteBuMember
2c9fa89a8e5ac1d9018e5ac1ee69002a,/qysca/bu/addBu
2c9fa89a8e5ac1d9018e5ac1ee6c002b,/qysca/bu/deleteBu
2c9fa89a8e5ac1d9018e5ac1ee70002c,/qysca/bu/listAllBu
