2c9fa89a8e5c77fc018e5c78108e0000,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77be470000
2c9fa89a8e5c77fc018e5c7810d10001,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77be470000
2c9fa89a8e5c77fc018e5c7810f30002,2c9fa89a8e5a85f2018e5a8606b80003,2c9fa89a8e5c77aa018e5c77be470000
2c9fa89a8e5c77fc018e5c7811040003,2c9fa89a8e5a85f2018e5a8606bd0004,2c9fa89a8e5c77aa018e5c77be470000
2c9fa89a8e5c77fc018e5c7811180004,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77be8b0001
2c9fa89a8e5c77fc018e5c7811320005,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77be8b0001
2c9fa89a8e5c77fc018e5c78114a0006,2c9fa89a8e5a85f2018e5a8606b80003,2c9fa89a8e5c77aa018e5c77be8b0001
2c9fa89a8e5c77fc018e5c7811920007,2c9fa89a8e5a85f2018e5a8606bd0004,2c9fa89a8e5c77aa018e5c77be8b0001
2c9fa89a8e5c77fc018e5c7811be0008,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77bea10002
2c9fa89a8e5c77fc018e5c7811d10009,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77bea10002
2c9fa89a8e5c77fc018e5c7811e0000a,2c9fa89a8e5a85f2018e5a8606b80003,2c9fa89a8e5c77aa018e5c77bea10002
2c9fa89a8e5c77fc018e5c7811f1000b,2c9fa89a8e5a85f2018e5a8606bd0004,2c9fa89a8e5c77aa018e5c77bea10002
2c9fa89a8e5c77fc018e5c78120c000c,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77beb20003
2c9fa89a8e5c77fc018e5c78121a000d,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77beb20003
2c9fa89a8e5c77fc018e5c78122b000e,2c9fa89a8e5a85f2018e5a8606b80003,2c9fa89a8e5c77aa018e5c77beb20003
2c9fa89a8e5c77fc018e5c78123f000f,2c9fa89a8e5a85f2018e5a8606bd0004,2c9fa89a8e5c77aa018e5c77beb20003
2c9fa89a8e5c77fc018e5c78124f0010,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77beb90004
2c9fa89a8e5c77fc018e5c7812610011,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77beb90004
2c9fa89a8e5c77fc018e5c7812720012,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77bec20005
2c9fa89a8e5c77fc018e5c7812860013,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77bec20005
2c9fa89a8e5c77fc018e5c78129c0014,2c9fa89a8e5a85f2018e5a8606b80003,2c9fa89a8e5c77aa018e5c77bec20005
2c9fa89a8e5c77fc018e5c7812b00015,2c9fa89a8e5a85f2018e5a8606bd0004,2c9fa89a8e5c77aa018e5c77bec20005
2c9fa89a8e5c77fc018e5c7812c30016,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77bec60006
2c9fa89a8e5c77fc018e5c7812d10017,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77bec60006
2c9fa89a8e5c77fc018e5c7812df0018,2c9fa89a8e5a85f2018e5a8606b80003,2c9fa89a8e5c77aa018e5c77bec60006
2c9fa89a8e5c77fc018e5c7812ec0019,2c9fa89a8e5a85f2018e5a8606bd0004,2c9fa89a8e5c77aa018e5c77bec60006
2c9fa89a8e5c77fc018e5c7812f8001a,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77bee10007
2c9fa89a8e5c77fc018e5c781306001b,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77bee10007
2c9fa89a8e5c77fc018e5c781312001c,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77beeb0008
2c9fa89a8e5c77fc018e5c78131f001d,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77beeb0008
2c9fa89a8e5c77fc018e5c78132f001e,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77bef10009
2c9fa89a8e5c77fc018e5c78133d001f,2c9fa89a8e5a85f2018e5a8606af0001,2c9fa89a8e5c77aa018e5c77bef5000a
2c9fa89a8e5c77fc018e5c7813490020,2c9fa89a8e5a85f2018e5a8606b50002,2c9fa89a8e5c77aa018e5c77bef5000a
2c9fa89a8e5c77fc018e5c7813560021,2c9fa89a8e5a85f2018e5a8606b80003,2c9fa89a8e5c77aa018e5c77bef5000a
