fg,fa,fv,scope,optional,tg,ta,tv
com.google.guava,guava,27.1-android,compile,true,org.checkerframework,checker-compat-qual,2.5.2
com.google.guava,guava,27.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.2.0
com.google.guava,guava,27.1-android,compile,true,com.google.j2objc,j2objc-annotations,1.1
com.google.guava,guava,27.1-android,compile,true,org.codehaus.mojo,animal-sniffer-annotations,1.17
com.google.guava,guava,27.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,27.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,27.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,27.1-jre,compile,true,org.checkerframework,checker-qual,2.5.2
com.google.guava,guava,27.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.2.0
com.google.guava,guava,27.1-jre,compile,true,com.google.j2objc,j2objc-annotations,1.1
com.google.guava,guava,27.1-jre,compile,true,org.codehaus.mojo,animal-sniffer-annotations,1.17
com.google.guava,guava,28.0-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,28.0-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,28.0-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,28.0-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,28.0-android,compile,true,com.google.errorprone,error_prone_annotations,2.3.2
com.google.guava,guava,28.0-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,28.0-android,compile,true,org.codehaus.mojo,animal-sniffer-annotations,1.17
com.google.guava,guava,28.0-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,28.0-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,28.0-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,28.0-jre,compile,true,org.checkerframework,checker-qual,2.8.1
com.google.guava,guava,28.0-jre,compile,true,com.google.errorprone,error_prone_annotations,2.3.2
com.google.guava,guava,28.0-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,28.0-jre,compile,true,org.codehaus.mojo,animal-sniffer-annotations,1.17
com.google.guava,guava,28.1-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,28.1-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,28.1-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,28.1-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,28.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.3.2
com.google.guava,guava,28.1-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,28.1-android,compile,true,org.codehaus.mojo,animal-sniffer-annotations,1.18
com.google.guava,guava,28.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,28.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,28.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,28.1-jre,compile,true,org.checkerframework,checker-qual,2.8.1
com.google.guava,guava,28.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.3.2
com.google.guava,guava,28.1-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,28.1-jre,compile,true,org.codehaus.mojo,animal-sniffer-annotations,1.18
com.google.guava,guava,28.2-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,28.2-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,28.2-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,28.2-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,28.2-android,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.errorprone,error_prone_annotations,2.3.4,compile,true,junit,junit,4.13-beta-1
com.google.guava,guava,28.2-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,28.2-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,28.2-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,28.2-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,28.2-jre,compile,true,org.checkerframework,checker-qual,2.10.0
com.google.guava,guava,28.2-jre,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.guava,guava,28.2-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,29.0-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,29.0-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,29.0-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,29.0-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,29.0-android,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.guava,guava,29.0-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,29.0-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,29.0-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,29.0-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,29.0-jre,compile,true,org.checkerframework,checker-qual,2.11.1
com.google.guava,guava,29.0-jre,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.guava,guava,29.0-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,30.0-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,30.0-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,30.0-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,30.0-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,30.0-android,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.guava,guava,30.0-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,30.0-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,30.0-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,30.0-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,30.0-jre,compile,true,org.checkerframework,checker-qual,3.5.0
com.google.guava,guava,30.0-jre,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.guava,guava,30.0-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,30.1-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,30.1-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,30.1-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,30.1-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,30.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.guava,guava,30.1-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,30.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,30.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,30.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,30.1-jre,compile,true,org.checkerframework,checker-qual,3.5.0
com.google.guava,guava,30.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.3.4
com.google.guava,guava,30.1-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,30.1.1-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,30.1.1-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,30.1.1-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,30.1.1-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,30.1.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.5.1
com.google.errorprone,error_prone_annotations,2.5.1,compile,true,junit,junit,4.13.1
com.google.guava,guava,30.1.1-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,30.1.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,30.1.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,30.1.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,30.1.1-jre,compile,true,org.checkerframework,checker-qual,3.8.0
com.google.guava,guava,30.1.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.5.1
com.google.guava,guava,30.1.1-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,31.0-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,31.0-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,31.0-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,31.0-android,compile,true,org.checkerframework,checker-qual,3.12.0
com.google.guava,guava,31.0-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,31.0-android,compile,true,com.google.errorprone,error_prone_annotations,2.7.1
com.google.errorprone,error_prone_annotations,2.7.1,compile,true,junit,junit,4.13.1
com.google.guava,guava,31.0-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,31.0-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,31.0-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,31.0-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,31.0-jre,compile,true,org.checkerframework,checker-qual,3.12.0
com.google.guava,guava,31.0-jre,compile,true,com.google.errorprone,error_prone_annotations,2.7.1
com.google.guava,guava,31.0-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,31.0.1-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,31.0.1-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,31.0.1-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,31.0.1-android,compile,true,org.checkerframework,checker-qual,3.12.0
com.google.guava,guava,31.0.1-android,compile,true,org.checkerframework,checker-compat-qual,2.5.5
com.google.guava,guava,31.0.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.7.1
com.google.guava,guava,31.0.1-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,31.0.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,31.0.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,31.0.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,31.0.1-jre,compile,true,org.checkerframework,checker-qual,3.12.0
com.google.guava,guava,31.0.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.7.1
com.google.guava,guava,31.0.1-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,31.1-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,31.1-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,31.1-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,31.1-android,compile,true,org.checkerframework,checker-qual,3.12.0
com.google.guava,guava,31.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.11.0
com.google.errorprone,error_prone_annotations,2.11.0,compile,true,junit,junit,4.13.1
com.google.guava,guava,31.1-android,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,31.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,31.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,31.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,31.1-jre,compile,true,org.checkerframework,checker-qual,3.12.0
com.google.guava,guava,31.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.11.0
com.google.guava,guava,31.1-jre,compile,true,com.google.j2objc,j2objc-annotations,1.3
com.google.guava,guava,32.0.0-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.0.0-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.0.0-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.0.0-android,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.0.0-android,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.errorprone,error_prone_annotations,2.18.0,compile,true,junit,junit,4.13.2
com.google.guava,guava,32.0.0-android,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.0.0-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.0.0-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.0.0-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.0.0-jre,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.0.0-jre,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.0.0-jre,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.0.1-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.0.1-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.0.1-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.0.1-android,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.0.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.0.1-android,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.0.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.0.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.0.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.0.1-jre,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.0.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.0.1-jre,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.0-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.0-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.0-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.0-android,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.1.0-android,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.1.0-android,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.0-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.0-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.0-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.0-jre,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.1.0-jre,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.1.0-jre,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.1-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.1-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.1-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.1-android,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.1.1-android,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.1.1-android,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.1-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.1-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.1-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.1-jre,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.1.1-jre,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.1.1-jre,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.2-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.2-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.2-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.2-android,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.1.2-android,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.1.2-android,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.2-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.2-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.2-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.2-jre,compile,true,org.checkerframework,checker-qual,3.33.0
com.google.guava,guava,32.1.2-jre,compile,true,com.google.errorprone,error_prone_annotations,2.18.0
com.google.guava,guava,32.1.2-jre,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.3-android,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.3-android,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.3-android,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.3-android,compile,true,org.checkerframework,checker-qual,3.37.0
com.google.guava,guava,32.1.3-android,compile,true,com.google.errorprone,error_prone_annotations,2.21.1
com.google.errorprone,error_prone_annotations,2.21.1,compile,true,junit,junit,4.13.2
com.google.guava,guava,32.1.3-android,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava,32.1.3-jre,compile,true,com.google.guava,failureaccess,1.0.1
com.google.guava,guava,32.1.3-jre,compile,true,com.google.guava,listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
com.google.guava,guava,32.1.3-jre,compile,true,com.google.code.findbugs,jsr305,3.0.2
com.google.guava,guava,32.1.3-jre,compile,true,org.checkerframework,checker-qual,3.37.0
com.google.guava,guava,32.1.3-jre,compile,true,com.google.errorprone,error_prone_annotations,2.21.1
com.google.guava,guava,32.1.3-jre,compile,true,com.google.j2objc,j2objc-annotations,2.8
com.google.guava,guava-parent,r03,compile,true,com.google.code.findbugs,jsr305,1.3.7
com.google.guava,guava,r05,compile,true,com.google.code.findbugs,jsr305,1.3.7
com.google.guava,guava,r05,compile,true,junit,junit,4.5
com.google.guava,guava,r06,compile,true,com.google.code.findbugs,jsr305,1.3.7
com.google.guava,guava,r06,compile,true,junit,junit,4.5
com.google.guava,guava,r07,compile,true,com.google.code.findbugs,jsr305,1.3.7
com.google.guava,guava,r07,compile,true,junit,junit,4.5
com.google.guava,guava,r08,compile,true,com.google.code.findbugs,jsr305,1.3.7
com.google.guava,guava,r08,compile,true,junit,junit,4.5
com.google.guava,guava,r09,compile,true,com.google.code.findbugs,jsr305,1.3.7
com.google.guava,guava,r09,compile,true,junit,junit,4.5
org.scala-lang,scala-library,2.10.0-M3,compile,true,com.typesafe,config,0.4.0
com.typesafe,config,0.4.0,compile,true,net.liftweb,lift-json_2.9.1,2.4
net.liftweb,lift-json_2.9.1,2.4,compile,true,org.scala-tools.testing,specs_2.9.1,1.6.9
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.scala-lang,scala-library,2.9.1
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.scala-lang,scala-compiler,2.9.1
org.scala-lang,scala-compiler,2.9.1,compile,true,org.scala-lang,scala-library,2.9.1
org.scala-lang,scala-compiler,2.9.1,compile,true,org.scala-lang,jline,2.9.1
org.scala-lang,jline,2.9.1,compile,true,org.fusesource.jansi,jansi,1.4
org.fusesource.jansi,jansi,1.4,compile,true,junit,junit,4.7
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,junit,junit,4.7
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.eclipse.mylyn.wikitext,wikitext,0.9.4.I20090220-1600-e3x
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.eclipse.mylyn.wikitext,wikitext.textile,0.9.4.I20090220-1600-e3x
org.eclipse.mylyn.wikitext,wikitext.textile,0.9.4.I20090220-1600-e3x,compile,true,org.eclipse.mylyn.wikitext,wikitext,0.9.4.I20090220-1600-e3x
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.markdownj,markdownj,0.3.0-1.0.2b4
org.markdownj,markdownj,0.3.0-1.0.2b4,compile,true,junit,junit,4.5
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.scala-tools.testing,test-interface,0.5
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.scalatest,scalatest_2.9.1,1.6.1
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.scala-lang,scala-library,2.9.1
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.scala-lang,scala-compiler,2.9.1
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.scala-tools.testing,test-interface,0.5
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.antlr,stringtemplate,3.2
org.antlr,stringtemplate,3.2,compile,true,junit,junit,3.8.1
org.antlr,stringtemplate,3.2,compile,true,antlr,antlr,2.7.7
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.easymock,easymockclassextension,3
org.easymock,easymock-parent,3,compile,true,junit,junit,4.8.1
org.easymock,easymockclassextension,3,compile,true,org.easymock,easymock,3
org.easymock,easymock,3,compile,true,cglib,cglib-nodep,2.2
cglib,cglib-nodep,2.2,compile,true,ant,ant,1.6.2
org.easymock,easymock,3,compile,true,org.objenesis,objenesis,1.2
org.objenesis,objenesis-parent,1.2,compile,true,junit,junit,3.8.2
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.jmock,jmock-legacy,2.5.1
org.jmock,jmock-legacy,2.5.1,compile,true,org.jmock,jmock,2.5.1
org.jmock,jmock,2.5.1,compile,true,org.hamcrest,hamcrest-core,1.1
org.jmock,jmock,2.5.1,compile,true,org.hamcrest,hamcrest-library,1.1
org.hamcrest,hamcrest-library,1.1,compile,true,org.hamcrest,hamcrest-core,1.1
org.jmock,jmock-legacy,2.5.1,compile,true,org.objenesis,objenesis,1
org.jmock,jmock-legacy,2.5.1,compile,true,cglib,cglib-nodep,2.1_3
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.mockito,mockito-all,1.6
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.testng,testng,5.7
org.testng,testng,5.7,compile,true,ant,ant,1.6.5
ant,ant,1.6.5,compile,true,xerces,xercesImpl,2.6.2
ant,ant,1.6.5,compile,true,xml-apis,xml-apis,1.3.04
org.testng,testng,5.7,compile,true,junit,junit,3.8.1
org.testng,testng,5.7,compile,true,qdox,qdox,1.6.1
org.testng,testng,5.7,compile,true,org.beanshell,bsh,2.0b4
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,junit,junit,4.4
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,net.sourceforge.cobertura,cobertura,1.9.1
net.sourceforge.cobertura,cobertura,1.9.1,compile,true,oro,oro,2.0.8
net.sourceforge.cobertura,cobertura,1.9.1,compile,true,asm,asm,3
net.sourceforge.cobertura,cobertura,1.9.1,compile,true,asm,asm-tree,3
asm,asm-tree,3,compile,true,asm,asm,3
net.sourceforge.cobertura,cobertura,1.9.1,compile,true,log4j,log4j,1.2.9
net.sourceforge.cobertura,cobertura,1.9.1,compile,true,org.apache.ant,ant,1.7.0
org.apache.ant,ant-parent,1.7.0,compile,true,junit,junit,3.8.2
org.apache.ant,ant,1.7.0,compile,true,org.apache.ant,ant-launcher,1.7.0
org.apache.ant,ant,1.7.0,compile,true,xerces,xercesImpl,2.8.1
xerces,xercesImpl,2.8.1,compile,true,xml-apis,xml-apis,1.3.03
xerces,xercesImpl,2.8.1,compile,true,xml-resolver,xml-resolver,1.1
org.apache.ant,ant,1.7.0,compile,true,xml-apis,xml-apis,1.3.03
org.scalatest,scalatest_2.9.1,1.6.1,compile,true,org.apache.commons,commons-io,1.3.2
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.easymock,easymock,2.5.1
org.easymock,easymock,2.5.1,compile,true,junit,junit,4.6
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.easymock,easymockclassextension,2.4
org.easymock,easymockclassextension,2.4,compile,true,org.easymock,easymock,2.4
org.easymock,easymock,2.4,compile,true,junit,junit,4.4
org.easymock,easymockclassextension,2.4,compile,true,cglib,cglib-nodep,2.1_3
org.easymock,easymockclassextension,2.4,compile,true,org.objenesis,objenesis,1.1
org.objenesis,objenesis-parent,1.1,compile,true,junit,junit,3.8.1
org.easymock,easymockclassextension,2.4,compile,true,junit,junit,4.4
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.scala-tools.testing,scalacheck_2.9.1,1.9
org.scala-tools.testing,scalacheck_2.9.1,1.9,compile,true,org.scala-tools.testing,test-interface,0.5
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.jmock,jmock,2.5.1
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.jmock,jmock-legacy,2.5.1
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.mockito,mockito-all,1.8.5
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,cglib,cglib,2.1_3
cglib,cglib,2.1_3,compile,true,asm,asm,1.5.3
org.scala-tools.testing,specs_2.9.1,1.6.9,compile,true,org.objenesis,objenesis,1
net.liftweb,lift-json_2.9.1,2.4,compile,true,org.scala-tools.testing,scalacheck_2.9.1,1.9
net.liftweb,lift-json_2.9.1,2.4,compile,true,com.thoughtworks.paranamer,paranamer,2.3
com.thoughtworks.paranamer,paranamer-parent,2.3,compile,true,junit,junit,4.7
com.thoughtworks.paranamer,paranamer,2.3,compile,true,org.jmock,jmock,2.5.1
com.thoughtworks.paranamer,paranamer,2.3,compile,true,org.jmock,jmock-junit4,2.5.1
org.jmock,jmock-junit4,2.5.1,compile,true,org.jmock,jmock,2.5.1
